12:31:15.194872  ioctl             F=15  <CMD=0x80107451>                                                                                                                                                                     0.000058   logd.41368
12:31:15.196561  getattrlist                            /usr/libexec/tailspind                                                                                                                                                0.000052   tailspind.42703
12:31:15.196610  access                       (R___)    /usr/libexec                                                                                                                                                          0.000045   tailspind.42703
12:31:15.198375  open              F=3        (R______________)  /usr/libexec                                                                                                                                                 0.001764   tailspind.42703
12:31:15.198403  fstat64           F=3                                                                                                                                                                                        0.000027   tailspind.42703
12:31:15.198453  fgetattrlist      F=3                                                                                                                                                                                        0.000044   tailspind.42703
12:31:15.198466  fgetattrlist      F=3                                                                                                                                                                                        0.000011   tailspind.42703
12:31:15.198475  fcntl             F=3   <GETPATH>                                                                                                                                                                            0.000008   tailspind.42703
12:31:15.198483  close             F=3                                                                                                                                                                                        0.000006   tailspind.42703
12:31:15.198507  open                   [  2] (R______________)  /usr/libexec/Info.plist                                                                                                                                      0.000018   tailspind.42703
12:31:15.199211  access                 [  2] (___F)    /private/var/db/uuidtext/CF/243A9492A633D3A0D450B196B3ACE4                                                                                                            0.000031   logd.41368
12:31:15.199242  access                       (___F)    /private/var/db/uuidtext/dsc/F3E3CB1B1C093CC5AD72F0800F1F475F                                                                                                         0.000009   logd.41368
12:31:15.199263  utimes                 [  2]           /private/var/db/uuidtext/CF/243A9492A633D3A0D450B196B3ACE4                                                                                                            0.000009   logd.42362
12:31:15.199579  openat            F=5        (R_____N____X___)  [-2]//usr/libexec/tailspind                                                                                                                                  0.000142   logd_helper.3970
12:31:15.199587  lseek             F=5    O=0x00048f40         <SEEK_END>                                                                                                                                                     0.000008   logd_helper.3970
12:31:15.199614  mmap              F=0    A=0x048f4000000001  O=0x00000000        B=0x4200200000000    <>                                                                                                                     0.000026   logd_helper.3970
12:31:15.199618  close             F=5                                                                                                                                                                                        0.000004   logd_helper.3970
12:31:15.199654  mkdirat                [ 17]           [-2]//private/var/db/uuidtext/CF                                                                                                                                      0.000007   logd_helper.3970
12:31:15.199667  fstatat64                              [-2]//private/var/db/uuidtext/CF                                                                                                                                      0.000013   logd_helper.3970
12:31:15.199799  mmap              F=0    A=0x400000000001    O=0x00000000        B=0x4000100000000    <>                                                                                                                     0.000010   tailspind.42703
12:31:15.199802  close             F=3                                                                                                                                                                                        0.000003   tailspind.42703
12:31:15.199837  chown                                  /private/var/db/uuidtext/CF                                                                                                                                           0.000170   logd_helper.3970
12:31:15.199856  openat                 [  2] (R_____N_F__X___)  [-2]//Library/Preferences/Logging/com.apple.diagnosticd.filter.plist                                                                                         0.000016   tailspind.42703
12:31:15.199880  open              F=5        (R_____N_F__X___)  /private/var/db/uuidtext/CF                                                                                                                                  0.000042   logd_helper.3970
12:31:15.199898  fstatat64                              [-2]//private/var/db/uuidtext/CF                                                                                                                                      0.000008   logd_helper.3970
